,content,new,polarity,subjectivity,P1,S1,P2,S2,P3,S3,P4,S4
10,"I liked the wider take on us not doing real things, Bitcoin being one of them","Me gustó la visión más amplia de que no hacemos cosas reales, Bitcoin es uno de ellos.",0.4,0.55,0.4,0.55,0.4,0.55,0.4,0.55,0.4,0.55
11,"Perhaps if we actually had laissez-faire capitalism in this country - and the government wasn't in charge of free enterprise-y things like power generation and money - BitCoin would be simply yet another form of currency that people would freely exchange for goods and services.<br/><br/>Since we don't have capitalism in this country - we have a ""mixed"" economy, with some dwindling capitalist freedoms and increasing socialist controls - then the shrill cheerleaders of statism (also known as fascists) will always complain about anything that isn't run by the government. Like BitCoin.","Quizás si realmente tuviéramos un capitalismo de laissez-faire en este país, y el gobierno no estuviera a cargo de las cosas de libre empresa como la generación de energía y el dinero, BitCoin sería simplemente otra forma de moneda que la gente cambiaría libremente por bienes y servicios. <br/> <br/> Dado que no tenemos capitalismo en este país - tenemos una economía ""mixta"", con algunas libertades capitalistas menguantes y controles socialistas cada vez mayores - entonces los estridentes porristas del estatismo (también conocidos como fascistas ) siempre se quejará de cualquier cosa que no esté dirigida por el gobierno. Como BitCoin.",0.06666666666666667,0.4845238095238095,0.06666666666666667,0.4845238095238095,0.06666666666666667,0.4845238095238095,0.06666666666666667,0.4845238095238095,0.06666666666666667,0.4845238095238095
12,The mere existence of a currency that is created without an increase in productivity causes inflation,La mera existencia de una moneda que se crea sin un aumento de productividad provoca inflación,-0.5,0.5,-0.5,0.5,-0.5,0.5,-0.5,0.5,-0.5,0.5
13,This article follows the same path as promoted by Noam Chomsky that the US is more concerned with virtual production than real.,Este artículo sigue el mismo camino que promovió Noam Chomsky de que Estados Unidos está más preocupado por la producción virtual que la real.,0.2333333333333333,0.30833333333333335,0.2333333333333333,0.30833333333333335,0.2333333333333333,0.30833333333333335,0.2333333333333333,0.30833333333333335,0.2333333333333333,0.30833333333333335
14,Exorbitant bureaucracy is the biggest killer of productivity.,La burocracia exorbitante es el mayor asesino de la productividad.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,"Hmmm . . .<br/><br/>Cryptocurrency i.e. Bitcoins<br/><br/>Social Media  i.e. Facebook<br/><br/>The Winklevoss brothers<br/><br/>Mark Zuckerberg<br/><br/>Harvard's ""Best &amp; Brightest"" ?  <br/><br/>I urge Harvard University's incoming president to consider a heightened standard for undergraduate applicants :  the betterment of the planet and mankind.","Hmmm. . . <br/> <br/> Criptomoneda, es decir, Bitcoins <br/> <br/> Redes sociales, es decir, Facebook <br/> <br/> Los hermanos Winklevoss <br/> <br/> Mark Zuckerberg <br/> < br /> ¿""Mejor y más brillante"" de Harvard? <br/> <br/> Insto al presidente entrante de la Universidad de Harvard a que considere un estándar más elevado para los solicitantes de pregrado: el mejoramiento del planeta y la humanidad.",0.5,0.15,0.5,0.15,0.5,0.15,0.5,0.15,0.5,0.15
16,"Producing one bitcoin depends on the region and price or electricity. It is in the range of $4k to $7k. Compare that to your annual electricity bill.<br/><br/><a href=""https://www.marketwatch.com/story/in-one-chart-heres-how-much-it-costs-to-mine-bitcoin-in-your-state-2017-12-15"" title=""https://www.marketwatch.com/story/in-one-chart-heres-how-much-it-costs-to-mine-bitcoin-in-your-state-2017-12-15"" target=""_blank"">https://www.marketwatch.com/story/in-one-chart-heres-how-much-it-costs-t...</a>","La producción de un bitcoin depende de la región y el precio o la electricidad. Está en el rango de $ 4k a $ 7k. Compare eso con su factura de electricidad anual. <br/> <br/> <a href = ""https://www.marketwatch.com/story/in-one-chart-heres-how-much-it-costs-to -mine-bitcoin-in-your-state-2017-12-15 ""title ="" https://www.marketwatch.com/story/in-one-chart-heres-how-much-it-costs-to- mine-bitcoin-in-your-state-2017-12-15 ""target ="" _blank ""> https://www.marketwatch.com/story/in-one-chart-heres-how-much-it-costs- t ... </a>",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,"I wonder how much electricity is consumed by algorithm-driven stocks or forex trading, both of which are zero sum activities.<br/><br/>The economic crux of the matter was summed up by the famous economist, J.M.Keynes, who coined the term 'animal spirits' to describe the nature of our entrepreneurial activities.<br/><br/>Ultimately, the market will decide the economic utility of cryptocurrencies.","Me pregunto cuánta electricidad consumen las acciones impulsadas por algoritmos o el comercio de divisas, las cuales son actividades de suma cero. <br/> <br/> El quid de la cuestión económica lo resumió el famoso economista, JMKeynes, quien acuñó el término 'espíritus animales' para describir la naturaleza de nuestras actividades empresariales. <br/> <br/> En última instancia, el mercado decidirá la utilidad económica de las criptomonedas.",0.275,0.39999999999999997,0.275,0.39999999999999997,0.275,0.39999999999999997,0.275,0.39999999999999997,0.275,0.39999999999999997
18,"The concern is the cost to produce, how many employed, etc. Making a movie employs hundreds of people (at least those made by the major companies). A similar amount spent on producing bitcoin employs almost no one but may use similar or more energy. And what is the bitcoin used for? Does it then just sit in the hopes that speculation drives up price - paper profits? A movie that employs hundreds then allows those hundreds to spend their money, thereby supporting even more industries. A key indicator for how effective a business is at stoking the economy is the multiplier of that business - that is how many times will a dollar spent on a given business be multiplied through the economy by its employees, its products leading to using other products or other labor etc. Bitcoin does none of that unless it is spent on something. And it appears most of the users are purely speculative hoarders. No one knows what the multiplier is, or if it is actually a divisor or a subtractor to the economy. ","La preocupación es el costo de producción, cuántos empleados, etc. Hacer una película emplea a cientos de personas (al menos las que hacen las grandes empresas). Una cantidad similar gastada en la producción de bitcoins casi no emplea a nadie, pero puede usar una energía similar o más. ¿Y para qué se usa el bitcoin? ¿Entonces simplemente se sienta con la esperanza de que la especulación aumente los precios - las ganancias del papel? Una película que emplea a cientos permite que esos cientos gasten su dinero, apoyando así a más industrias. Un indicador clave de la eficacia de un negocio para avivar la economía es el multiplicador de ese negocio, es decir, cuántas veces un dólar gastado en un negocio determinado se multiplicará a través de la economía por sus empleados, sus productos conducen al uso de otros productos o otro trabajo, etc. Bitcoin no hace nada de eso a menos que se gaste en algo. Y parece que la mayoría de los usuarios son acaparadores puramente especulativos. Nadie sabe qué es el multiplicador, o si en realidad es un divisor o un restador de la economía.",0.14614661654135339,0.41578947368421043,0.14614661654135339,0.41578947368421043,0.14614661654135339,0.41578947368421043,0.14614661654135339,0.41578947368421043,0.14614661654135339,0.41578947368421043
19,When bitcoin is finally confined to the dustbin of history it shall be recorded that the only ones to make money out of it were the power companies.,"Cuando Bitcoin sea finalmente confinado al basurero de la historia, se registrará que las únicas que ganaron dinero con él fueron las compañías eléctricas.",0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
20,"This article seems to fundamentally confuse economic activities that produce only virtual outputs with economic activities that don't generate much employment.  Those are perhaps correlated, perhaps because virtual outputs can frequently be copied with no additional labor involved, but they are not the same thing.  I'd argue the first is completely irrelevant from an economic standpoint except in how it correlates the latter; a video game is not intrinsically less valuable than a physical toy.","Este artículo parece confundir fundamentalmente las actividades económicas que producen solo productos virtuales con las actividades económicas que no generan mucho empleo. Quizás estén correlacionados, quizás porque los resultados virtuales se pueden copiar con frecuencia sin necesidad de trabajo adicional, pero no son lo mismo. Yo diría que el primero es completamente irrelevante desde un punto de vista económico, excepto en cómo se correlaciona con el segundo; un videojuego no es intrínsecamente menos valioso que un juguete físico.",0.00641025641025642,0.3206043956043957,0.00641025641025642,0.3206043956043957,0.00641025641025642,0.3206043956043957,0.00641025641025642,0.3206043956043957,0.00641025641025642,0.3206043956043957
21,I'd like to know the cost (in mega watts and dollars) of producing 1 Bitcoin.,Me gustaría saber el costo (en megavatios y dólares) de producir 1 Bitcoin.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,"In a time of climate crisis, I don't understand why a ""business"" that makes absolutely nothing useful but that will eventually have the carbon footprint of an Italy or a Germany or, eventually, the United States, is not outlawed.","En tiempos de crisis climática, no entiendo por qué un ""negocio"" que no hace absolutamente nada útil pero que eventualmente tendrá la huella de carbono de una Italia o una Alemania o, eventualmente, los Estados Unidos, no está prohibido.",0.25,0.45,0.25,0.45,0.25,0.45,0.25,0.45,0.25,0.45
23,"sounds like a lot of carping to me, and a very strange approach to economics to say the least.  What do you get from a movie?  Entertainment and distraction, but when you walk out do you have anything physical?  No, and yet there is a lot of money invested in creating film companies, movie theater, etc.  And so on with so many things produced by the economy.<br/><br/>How is spending real resources to produce a bitcoin any different?","Me suena a quejas, y a un enfoque muy extraño de la economía, por decir lo mínimo. ¿Qué obtienes de una película? Entretenimiento y distracción, pero cuando sales, ¿tienes algo físico? No, y sin embargo, hay mucho dinero invertido en la creación de compañías cinematográficas, salas de cine, etc. Y así sucesivamente con tantas cosas producidas por la economía. <br/> <br/> ¿Cómo es gastar recursos reales para producir un bitcoin? ¿algo diferente?",0.05583333333333334,0.3563095238095238,0.05583333333333334,0.3563095238095238,0.05583333333333334,0.3563095238095238,0.05583333333333334,0.3563095238095238,0.05583333333333334,0.3563095238095238
24,The basic concept of this article is bizarre.  Let the market decide - I don't think bitcoin mining poses any danger and has no need to be regulated. ,El concepto básico de este artículo es extraño. Dejemos que el mercado decida: no creo que la minería de bitcoins represente ningún peligro y no tenga que ser regulada.,0.2,0.3625,0.2,0.3625,0.2,0.3625,0.2,0.3625,0.2,0.3625
25,At least Levi jeans came out of the California gold rush to make it worthwhile for many people.  ,Al menos los jeans Levi surgieron de la fiebre del oro de California para que valga la pena para muchas personas.,0.2333333333333333,0.4666666666666666,0.2333333333333333,0.4666666666666666,0.2333333333333333,0.4666666666666666,0.2333333333333333,0.4666666666666666,0.2333333333333333,0.4666666666666666
26,"Yes, we absolutely have to destroy the earth in order to produce such fantastic products that make modern life possible.  The economy over the environment choice fallacy at it's most obvious.","Sí, absolutamente tenemos que destruir la tierra para producir productos tan fantásticos que hacen posible la vida moderna. La falacia de la economía sobre la elección del medio ambiente es más obvia.",0.1375,0.575,0.1375,0.575,0.1375,0.575,0.1375,0.575,0.1375,0.575
27,"I often wonder how much productivity the US has lost since the 2016 presidential election, also. ",A menudo también me pregunto cuánta productividad ha perdido Estados Unidos desde las elecciones presidenciales de 2016.,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
28,"what is ""mining"" bitcoin? Why does it take so much electricity? Am I the only reader who doesn't understand this (despite reading articles about it)?","¿Qué es ""minar"" bitcoin? ¿Por qué se necesita tanta electricidad? ¿Soy el único lector que no entiende esto (a pesar de leer artículos al respecto)?",0.1,0.6,0.1,0.6,0.1,0.6,0.1,0.6,0.1,0.6
29,"I’m curious how different bitcoin mining is from any of the other financially lucrative but otherwise nonproductive computer driven financial services, like high speed trading.  Such activities generate few jobs and worse are not open to individuals or startups. At least bitcoin is something that small players can still enter. <br/><br/>I mostly agree with the criticisms of bitcoin mining but I wonder how many of its critics are just upset that the industry, such as it is, isn’t run by Wall Street. ","Tengo curiosidad sobre lo diferente que es la minería de bitcoins de cualquiera de los otros servicios financieros impulsados ​​por computadora, financieramente lucrativos pero, por lo demás, no productivos, como el comercio de alta velocidad. Estas actividades generan pocos puestos de trabajo y, lo que es peor, no están abiertas a personas o empresas emergentes. Al menos bitcoin es algo en lo que los pequeños jugadores aún pueden ingresar. <br/> <br/> Estoy mayormente de acuerdo con las críticas a la minería de bitcoins, pero me pregunto cuántos de sus críticos están molestos porque la industria, tal como es, no está dirigida por Wall Street.",-0.014333333333333339,0.43433333333333335,-0.014333333333333339,0.43433333333333335,-0.014333333333333339,0.43433333333333335,-0.014333333333333339,0.43433333333333335,-0.014333333333333339,0.43433333333333335
30,"I've participated in these types of exercises before, with members of the Japanese Self-Defense Forces and the USAF. No matter how we played, the exercise always ended with a DPRK nuclear attack on US airbases in Guam or Japan.","He participado en este tipo de ejercicios antes, con miembros de las Fuerzas de Autodefensa de Japón y la USAF. No importa cómo jugáramos, el ejercicio siempre terminaba con un ataque nuclear de la RPDC contra bases aéreas estadounidenses en Guam o Japón.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,"Maybe T should rush in first, as he fantasized re Florida.  Gulf of Tonkin anyone?<br/>Seriously, now that the Olympics are over the door is open for anything. ","Tal vez T debería apresurarme primero, como fantaseaba con Florida. ¿Alguien quiere golfo de Tonkin? <br/> En serio, ahora que los Juegos Olímpicos han terminado, la puerta está abierta para cualquier cosa.",0.125,0.41666666666666663,0.125,0.41666666666666663,0.125,0.41666666666666663,0.125,0.41666666666666663,0.125,0.41666666666666663
32,The closer Mr. Mueller gets to Trump and his family the greater the risk of nuclear action.  Let's hope with all we have that our military commanders will ignore any instruction from Trump that is aggressive rather than reactive on the part of the United States.  We cannot let him start a nuclear war as a diversion from the forthcoming indictments.  ,"Cuanto más se acerca Mueller a Trump y su familia, mayor es el riesgo de una acción nuclear. Esperemos con todo lo que tenemos que nuestros comandantes militares ignoren cualquier instrucción de Trump que sea agresiva en lugar de reactiva por parte de Estados Unidos. No podemos permitir que inicie una guerra nuclear como una desviación de las próximas acusaciones.",0.16666666666666666,0.2333333333333333,0.16666666666666666,0.2333333333333333,0.16666666666666666,0.2333333333333333,0.16666666666666666,0.2333333333333333,0.16666666666666666,0.2333333333333333
33,"The main reason why the Pentagon does not want war with North Korea is not because of its nuclear weapons (although they play the primary role in this confrontation), it is because of the conventional firepower, i.e. artillery and chemical weapons, they have pre-sighted at Seoul. The Seoul metropolitan population as of 2017 was 25.6 million, or the equivalent of the metropolitan populations of both New York City and Miami that same year. General Tilley is correct in his assessment claiming this conflict would be the most brutal war fought since WW2 due to the sheer size of the noncombatant population that lies less than 40 miles from the DMZ and has thousands of artillery pieces already aimed at them.","La principal razón por la que el Pentágono no quiere la guerra con Corea del Norte no es por sus armas nucleares (aunque juegan el papel principal en esta confrontación), es por la potencia de fuego convencional, es decir, artillería y armas químicas, que tienen pre avistado en Seúl. La población metropolitana de Seúl en 2017 era de 25,6 millones, o el equivalente de las poblaciones metropolitanas de la ciudad de Nueva York y Miami ese mismo año. El general Tilley tiene razón en su evaluación al afirmar que este conflicto sería la guerra más brutal librada desde la Segunda Guerra Mundial debido al gran tamaño de la población no combatiente que se encuentra a menos de 40 millas de la DMZ y tiene miles de piezas de artillería ya apuntadas hacia ellos.",-0.0051357733175915014,0.4510625737898465,-0.0051357733175915014,0.4510625737898465,-0.0051357733175915014,0.4510625737898465,-0.0051357733175915014,0.4510625737898465,-0.0051357733175915014,0.4510625737898465
34,"Besides a war starting ""stray incident"" mentioned by Sec of Defense Mattis, we should be very worried about a ""manufactured incident"" especially given the propensity for provocation by the current Oval Office occupant. Gulf of Tonkin anyone?","Además de un ""incidente callejero"" que comenzó la guerra mencionado por el Sec de Defensa Mattis, deberíamos estar muy preocupados por un ""incidente fabricado"" especialmente dada la propensión a la provocación por parte del actual ocupante de la Oficina Oval. Golfo de Tonkin a alguien?",0.02,0.48,0.02,0.48,0.02,0.48,0.02,0.48,0.02,0.48
35,"I am struck by the number of military sources, though anonymous, in this story. I get the distinct impression that the U.S. military really, REALLY does not want to have to go through with this. And given the likely consequences and the fact that practically nobody voted for it, I'm right there with them.","Me sorprende la cantidad de fuentes militares, aunque anónimas, en esta historia. Tengo la clara impresión de que el ejército de los EE. UU. Realmente, REALMENTE no quiere tener que seguir adelante con esto. Y dadas las probables consecuencias y el hecho de que prácticamente nadie votó a favor, estoy allí con ellos.",0.0976190476190476,0.3726190476190476,0.0976190476190476,0.3726190476190476,0.0976190476190476,0.3726190476190476,0.0976190476190476,0.3726190476190476,0.0976190476190476,0.3726190476190476
36,"The prospect of yet another war fought in Asia by the United States teems with the chance of quagmire. The first Korean War, the Vietnam War, the Gulf Wars and the continuing stalemate of Afghanistan, all concluded with indecisive results. The U.S. has been heavily vested in the future of Asia since the end of WWII, but it is time to exercise our influence through trade and diplomacy. No doubt that the DPRK is a serious threat to the eastern Asian region, but we must cannot instigate another war in which the end goal is undefined, once again. When will the U.S. learn to speak softly, and carry a big stick?","La perspectiva de otra guerra más librada en Asia por Estados Unidos abunda en la posibilidad de un atolladero. La primera Guerra de Corea, la Guerra de Vietnam, las Guerras del Golfo y el continuo estancamiento de Afganistán concluyeron con resultados indecisos. Estados Unidos ha estado fuertemente comprometido con el futuro de Asia desde el final de la Segunda Guerra Mundial, pero es hora de ejercer nuestra influencia a través del comercio y la diplomacia. Sin duda, la RPDC es una seria amenaza para la región de Asia oriental, pero no podemos instigar otra guerra en la que el objetivo final no esté definido, una vez más. ¿Cuándo aprenderá Estados Unidos a hablar en voz baja y a llevar un gran garrote?",-0.026190476190476188,0.29642857142857143,-0.026190476190476188,0.29642857142857143,-0.026190476190476188,0.29642857142857143,-0.026190476190476188,0.29642857142857143,-0.026190476190476188,0.29642857142857143
37,"Ok, guys...if the joint chiefs or the civilian Pentagon planners and Trump want a war with North Korea, bring back the military draft and get ready for the massive push back Against WAR!<br/>Hey? You Pentagon civilian planners who create wars, what about Afghanistan and that endless war?You fools got us in there, and now you think that the American public will just greenligjt a major war with North Korea?<br/>Don't even think about another war, pal. In 2020, Trump will be voted out of office!","Ok, muchachos ... si los jefes conjuntos o los planificadores civiles del Pentágono y Trump quieren una guerra con Corea del Norte, ¡devuélvanse el reclutamiento militar y prepárense para el retroceso masivo contra la GUERRA! Ustedes, los planificadores civiles del Pentágono que crean guerras, ¿qué hay de Afganistán y esa guerra interminable? Ustedes, tontos, nos metieron allí, ¿y ahora creen que el público estadounidense simplemente iniciará una guerra importante con Corea del Norte? <br/> sobre otra guerra, amigo. ¡En 2020, Trump será expulsado de su cargo!",0.05531250000000001,0.3416666666666667,0.05531250000000001,0.3416666666666667,0.05531250000000001,0.3416666666666667,0.05531250000000001,0.3416666666666667,0.05531250000000001,0.3416666666666667
38,"I can't help but think Trump is holding off on this until closer to the election. He thinks a military action will be his ace in the hole for a November victory. But, as usual, he fails to understand that the overwhelming majority of us would see this as a reckless catastrophe that will kill thousands of American soldiers, tens if not hundreds of thousands of South Koreans, and it will destabilize the world for years.<br/><br/>I honestly don't think military leaders would go through with it. They know and understand the recklessness. Trump doesn't, and wouldn't care if he did.","No puedo evitar pensar que Trump está postergando esto hasta que se acerquen las elecciones. Cree que una acción militar será su as en la manga para una victoria en noviembre. Pero, como de costumbre, no comprende que la gran mayoría de nosotros vería esto como una catástrofe imprudente que matará a miles de soldados estadounidenses, decenas, si no cientos de miles de surcoreanos, y desestabilizará el mundo durante años. < br /> <br/> Sinceramente, no creo que los líderes militares lo acepten. Ellos conocen y comprenden la imprudencia. Trump no lo hace, y no le importaría si lo hiciera.",0.031249999999999997,0.34375,0.031249999999999997,0.34375,0.031249999999999997,0.34375,0.031249999999999997,0.34375,0.031249999999999997,0.34375
39,"What does North Korea really want? I am thinking that they have given up any hope of spreading their brand of communism around the world. They have the illegitimate, unelected Chinese dictatorship for that.<br/><br/>Probably they just want money. I would pay them in exchange for an agreement to give up their nukes and ICBMs, kind of like with their cohorts Iran but this time we would really mean it. <br/><br/>It's cheaper to pay them than fight wars and lose lives.","¿Qué quiere realmente Corea del Norte? Creo que han renunciado a cualquier esperanza de difundir su tipo de comunismo en todo el mundo. Tienen la dictadura china ilegítima y no elegida para eso. <br/> <br/> Probablemente solo quieren dinero. Les pagaría a cambio de un acuerdo para renunciar a sus armas nucleares y misiles balísticos intercontinentales, algo así como con sus cohortes Irán, pero esta vez realmente lo decimos en serio. <br/> <br/> Es más barato pagarles que pelear guerras y perder vidas.",0.12187500000000001,0.446875,0.12187500000000001,0.446875,0.12187500000000001,0.446875,0.12187500000000001,0.446875,0.12187500000000001,0.446875
